960,0,99,1221,4,-60,936,OTCD,935,47.046276,-122.900482,1404772549,12,1221,0,2011,
962,66,99,6602,0,-60,945,22LI,944,47.041874,-122.829620,1404772547,66,6602,0,3007,
963,13,99,6603,0,60,939,OTCA,940,47.044609,-122.901634,1404772534,66,6603,0,4008,
964,60,99,6002,0,-180,941,LPRK,938,47.041950,-122.894753,1404772520,60,6002,0,2003,
970,21,99,6021,0,-180,939,BGCN,936,47.046074,-122.887024,1404772570,21,6021,0,2016,
973,60,99,6022,0,0,940,PANO,940,47.039810,-122.828636,1404772569,21,6022,0,4005,
975,64,99,6422,0,240,941,OTCD,945,47.046375,-122.900185,1404772553,64,6422,0,2004,
976,12,99,1202,0,-120,939,ISNI,937,46.982510,-122.918449,1404772517,45,1202,0,3026,
977,45,99,1201,0,0,935,CM,935,47.042191,-122.933128,1404772507,12,1201,0,4007,
980,622,99,4405,0,-240,942,MWPT,938,47.045532,-122.892242,1404772565,621,4405,0,3013,
981,68,99,6822,0,-180,938,HEYH,935,47.003960,-122.865181,1404772537,68,6822,0,2001,
982,43,99,6204,0,240,944,OTCD,948,47.046650,-122.900818,1404772556,43,6204,0,3012,
983,68,99,6802,0,-60,939,CW11,938,47.045025,-122.901695,1404772550,68,6802,0,3001,
984,94,99,9403,0,120,938,CCCO,940,46.996284,-122.829796,1404772574,94,9403,0,4009,
990,41,99,4101,0,0,937,DVHA,937,47.045982,-122.923225,1404772575,41,4101,0,3025,
992,609,99,9926,0,-180,953,HPPR,950,47.147182,-122.505653,1404772560,609,9926,0,3028,
1220,1,99,1,99,99999,9999,,9999,47.045784,-122.901047,1404772340,1,0,0,1,
1225,1,99,2,99,99999,9999,,9999,47.044209,-122.857643,1404772550,1,0,0,2,

