trip_id,route_id,service_id,trip_headsign,block_id,shape_id
368,8,2,Inbound,6201,33
702,33,3,Outbound,6604,23
1796,12,1,Outbound,6001,52
1631,28,1,Inbound,4201,13
221,1,2,Outbound,6403,34
2388,18,3,Inbound,6802,27
1061,14,3,Inbound,4404,72
1515,2,1,Inbound,6605,41
1003,13,2,Inbound,4401,21
525,12,2,Inbound,6001,24
2227,35,1,Outbound,1012,5
111,8,1,Outbound,4405,8
1304,35,2,Inbound,1012,74
208,16,1,Outbound,6604,42
2413,39,1,Inbound,9915,44
1493,2,1,Inbound,6604,41
1459,1,3,Inbound,1201,51
130,8,1,Inbound,4403,33
2056,20,2,Outbound,9401,36
2004,17,2,Inbound,6701,11
1990,17,1,Inbound,6701,11
1846,12,3,Inbound,6001,24
1198,18,1,Outbound,6803,15
1851,12,3,Inbound,6003,24
1392,1,1,Outbound,1202,34
267,7,2,Outbound,4102,4
1165,16,3,Inbound,6602,18
900,8,2,Inbound,4404,33
1145,16,2,Inbound,6602,18
108,8,1,Outbound,4402,8
1129,16,1,Inbound,6605,18
1164,16,3,Inbound,6601,18
990,13,1,Inbound,4406,21
905,10,1,Outbound,6803,28
1341,35,2,Inbound,1011,74
574,16,3,Outbound,6604,14
928,10,1,Outbound,6804,28
1652,5,2,Outbound,6002,1
2119,36,1,Outbound,4131,76
29,7,1,Outbound,4102,4
591,23,3,Inbound,9901,26
2289,11,2,Outbound,6604,2
1822,12,1,Inbound,6001,45
2321,11,2,Inbound,6603,3
1500,2,1,Inbound,4103,41
1518,2,1,Inbound,4104,41
212,16,1,Outbound,6602,42
814,35,1,Inbound,1013,47
347,7,3,Inbound,4101,0
1461,1,3,Inbound,1201,51
1971,17,1,Outbound,6701,10
2395,23,3,Inbound,9902,26
1120,16,1,Inbound,6601,18
361,8,2,Outbound,6201,8
2106,36,2,Outbound,4131,76
804,35,1,Inbound,1012,47
1274,35,2,Outbound,1011,19
922,10,1,Outbound,6804,28
1908,15,1,Inbound,6401,40
1495,2,1,Inbound,6605,41
1496,2,1,Inbound,4101,41
1087,15,1,Outbound,6421,53
806,35,1,Inbound,1011,47
97,8,1,Outbound,4402,8
2313,11,2,Inbound,6605,3
1786,10,3,Inbound,6003,7
953,10,1,Inbound,6821,7
1733,9,1,Inbound,1202,66
1329,35,2,Inbound,1011,74
942,10,1,Inbound,6802,7
1748,9,2,Outbound,1202,17
