trip_id,route_id,service_id,trip_headsign,block_id,shape_id
486,29,1,Inbound,4406,56
1670,5,1,Outbound,6012,1
2042,20,1,Inbound,9404,9
2333,13,2,Outbound,4405,43
2107,36,2,Outbound,4131,76
1597,7,1,Inbound,4111,0
160,11,1,Inbound,9402,3
2307,11,2,Inbound,6604,3
2325,11,2,Inbound,6602,3
126,8,1,Inbound,4404,33
897,8,2,Inbound,4403,33
1140,16,2,Inbound,6602,18
505,12,2,Outbound,6002,20
955,10,1,Inbound,6804,7
494,10,2,Inbound,6001,7
147,8,1,Inbound,6202,33
287,7,2,Inbound,4102,0
854,29,1,Outbound,6203,59
217,16,1,Outbound,6602,42
934,10,1,Inbound,6801,7
1223,18,1,Inbound,6822,27
503,10,2,Inbound,6001,7
1413,1,1,Inbound,1201,70
2414,39,1,Inbound,9916,44
1535,2,1,Inbound,6601,41
215,16,1,Outbound,6603,42
580,16,3,Outbound,6602,14
490,29,1,Inbound,4403,56
1379,21,1,Inbound,9901,31
101,8,1,Outbound,4406,8
2376,14,2,Inbound,6203,72
755,35,1,Outbound,1013,5
1256,35,2,Outbound,1011,19
1595,7,1,Inbound,4102,0
1022,14,1,Outbound,4402,54
1982,17,1,Inbound,6701,11
2028,20,1,Outbound,9405,77
2128,11,1,Outbound,9403,2
520,12,2,Inbound,6002,24
420,13,2,Outbound,6201,43
1729,9,1,Inbound,1202,66
1587,7,1,Outbound,4102,4
2153,29,2,Inbound,4301,56
833,35,1,Inbound,1011,47
156,8,1,Inbound,4403,33
530,16,1,Outbound,6604,42
1126,16,1,Inbound,6602,18
2141,29,2,Outbound,4301,59
370,8,2,Inbound,4405,33
1220,18,1,Inbound,6801,27
2228,35,1,Outbound,1011,5
886,8,2,Outbound,6201,8
1093,15,2,Outbound,6403,53
1276,35,2,Outbound,1011,19
345,7,3,Inbound,4101,0
481,29,1,Inbound,4407,56
1640,8,1,Outbound,4402,8
2385,18,3,Inbound,6801,27
232,1,2,Outbound,6402,34
229,1,2,Outbound,6402,34
2086,23,3,Outbound,9901,55
558,16,2,Outbound,6603,14
119,8,1,Outbound,4402,8
2002,17,2,Inbound,6701,11
1423,1,1,Inbound,1202,70
1073,15,1,Outbound,6401,53
31,7,1,Outbound,4104,4
1110,16,1,Inbound,6601,18
1579,5,3,Inbound,6002,22
68,7,1,Inbound,4103,0
2231,35,1,Outbound,1012,5
286,7,2,Inbound,4101,0
1847,12,3,Inbound,6002,24
1624,28,1,Outbound,4221,12
1979,17,1,Inbound,6701,11
117,8,1,Outbound,6204,8
1346,35,2,Inbound,1012,74
1676,5,1,Outbound,6001,1
1886,14,1,Inbound,4403,67
2291,11,2,Outbound,6601,2
234,1,3,Outbound,6402,34
1797,12,1,Outbound,6002,52
1371,21,1,Outbound,9922,29
1655,5,2,Outbound,6002,1
2054,20,2,Outbound,9402,36
1272,35,2,Outbound,1011,19
893,8,2,Inbound,4404,33
1569,5,3,Outbound,6001,1
70,7,1,Inbound,4101,0
447,14,3,Outbound,4401,48
872,29,1,Inbound,6202,56
2084,23,3,Outbound,9901,55
1420,1,1,Inbound,1201,70
2063,20,2,Inbound,9401,9
1824,12,1,Inbound,6002,45
1610,28,1,Outbound,4211,12
484,29,1,Inbound,4402,56
756,35,1,Outbound,1011,5
1281,35,2,Outbound,1012,19
1974,17,1,Outbound,6701,10
387,8,3,Outbound,4403,8
902,8,3,Outbound,4401,8
1163,16,3,Outbound,6601,14
2120,36,2,Inbound,4131,75
309,7,3,Outbound,4102,4
579,16,3,Outbound,6601,14
1321,35,2,Inbound,1011,74
2148,29,2,Inbound,4301,56
26,2,1,Outbound,6601,32
1336,35,2,Inbound,1012,74
357,8,2,Outbound,4402,8
749,35,1,Outbound,1013,5
439,14,3,Outbound,4401,48
1985,17,1,Inbound,6701,11
609,11,1,Outbound,9403,2
1540,2,2,Inbound,6402,41
1144,16,2,Inbound,6601,18
1077,15,1,Outbound,6401,53
1741,9,1,Inbound,1212,66
109,8,1,Outbound,4403,8
556,16,2,Outbound,6601,14
473,29,1,Outbound,4406,59
1758,9,2,Inbound,1202,16
150,8,1,Inbound,4401,33
2048,20,1,Inbound,9402,9
1324,35,2,Inbound,1012,74
2127,11,1,Outbound,9404,2
1279,35,2,Outbound,1012,19
605,11,1,Outbound,9403,2
855,29,1,Outbound,4401,59
1986,17,1,Inbound,6701,11
2014,18,1,Inbound,6804,27
774,35,1,Outbound,1011,5
226,1,2,Outbound,6402,34
433,14,2,Outbound,6202,48
106,8,1,Outbound,6204,8
1684,5,1,Outbound,6001,1
44,7,1,Outbound,4101,4
1567,5,3,Outbound,6002,1
2338,13,2,Outbound,6201,43
1012,13,2,Inbound,6201,21
837,35,1,Inbound,1012,47
1481,2,1,Outbound,4103,32
356,8,2,Outbound,4405,8
2267,35,1,Outbound,1012,5
727,33,3,Inbound,6604,78
1659,5,2,Inbound,6003,22
1489,2,1,Inbound,6602,41
1045,14,2,Inbound,4404,72
1443,1,2,Inbound,1202,51
869,29,1,Inbound,4403,56
333,7,3,Inbound,4101,0
948,10,1,Inbound,6802,7
1361,37,1,Outbound,9912,83
1633,28,1,Inbound,4201,13
288,7,2,Inbound,4101,0
193,14,1,Outbound,4405,54
1464,2,1,Outbound,4102,32
1358,23,2,Inbound,9902,26
572,16,3,Outbound,6602,14
1106,16,1,Inbound,6602,18
1932,15,2,Inbound,6403,40
1541,2,2,Inbound,6403,41
1858,13,3,Outbound,4402,68
1685,5,1,Outbound,6022,1
270,7,2,Outbound,4101,4
377,8,2,Inbound,4404,33
694,33,3,Outbound,6604,23
104,8,1,Outbound,6202,8
228,1,2,Outbound,6401,34
1557,2,3,Inbound,6401,41
146,8,1,Inbound,6201,33
2366,14,2,Outbound,4401,48
59,7,1,Outbound,4101,4
2320,11,2,Inbound,6602,3
389,8,3,Inbound,4402,33
614,11,1,Outbound,9402,2
2177,35,1,Inbound,1012,47
30,7,1,Outbound,4103,4
1942,15,3,Outbound,6402,53
325,7,3,Outbound,4102,4
763,35,1,Outbound,1012,5
2310,11,2,Inbound,6602,3
771,35,1,Outbound,1011,5
1208,18,1,Inbound,6801,27
1832,12,3,Outbound,6001,20
1322,35,2,Inbound,1012,74
2181,35,1,Inbound,1012,47
235,1,3,Outbound,6403,34
1798,12,1,Outbound,6001,20
79,7,1,Inbound,4102,0
1899,14,1,Inbound,6201,67
1151,16,2,Inbound,6603,18
2377,14,2,Inbound,6204,72
1608,7,2,Inbound,4102,0
1031,14,1,Inbound,4401,67
1738,9,1,Inbound,1201,66
1975,17,1,Outbound,6701,10
1507,2,1,Inbound,6601,41
1252,35,2,Outbound,1011,19
1043,14,2,Inbound,4405,72
1944,15,3,Outbound,6401,53
1261,35,2,Outbound,1012,19
882,8,2,Outbound,6202,8
1250,23,3,Inbound,9901,26
475,29,1,Outbound,6203,59
1380,21,1,Inbound,9902,31
570,16,3,Outbound,6604,14
1307,35,2,Inbound,1011,74
2368,14,2,Outbound,4403,48
531,16,1,Outbound,6601,42
133,8,1,Inbound,4406,33
1947,15,3,Outbound,6401,53
2111,36,3,Outbound,4131,76
2040,20,1,Inbound,9402,9
254,7,2,Outbound,4101,4
1373,21,1,Outbound,9923,29
529,16,1,Outbound,6602,42
1802,12,1,Outbound,6001,20
38,7,1,Outbound,4103,4
883,8,2,Outbound,6204,8
2109,36,2,Inbound,4131,75
1502,2,1,Inbound,4104,41
238,1,3,Outbound,6403,34
1391,38,1,Inbound,9914,49
1511,2,1,Inbound,6603,41
1246,18,2,Inbound,6801,27
331,7,3,Inbound,4101,0
1026,14,1,Outbound,4406,54
2299,11,2,Outbound,6604,2
878,8,2,Outbound,4403,8
1435,1,1,Inbound,6604,82
772,35,1,Outbound,1012,5
514,12,2,Outbound,6002,20
1998,17,2,Outbound,6701,10
625,23,2,Inbound,9901,26
2316,11,2,Inbound,6603,3
891,8,2,Inbound,4405,33
688,33,3,Outbound,6602,23
1058,14,3,Inbound,4401,72
1773,10,3,Outbound,6002,28
548,16,2,Outbound,6603,14
1032,14,1,Inbound,4403,67
1001,13,1,Inbound,4403,21
769,35,1,Outbound,1012,5
1809,12,1,Outbound,6001,52
1205,18,1,Outbound,6822,15
1863,13,3,Outbound,4403,43
2099,36,1,Inbound,4101,63
973,13,1,Outbound,4406,69
1030,14,1,Outbound,6203,54
1318,35,2,Inbound,1012,74
456,2,2,Outbound,1201,32
1090,15,2,Outbound,6403,53
1945,15,3,Outbound,6402,53
78,7,1,Inbound,4101,0
2302,11,2,Inbound,6604,3
53,7,1,Outbound,4102,4
1406,1,1,Outbound,1211,34
371,8,2,Inbound,4402,33
979,13,1,Inbound,4405,21
566,16,2,Outbound,6601,14
465,2,2,Outbound,6403,32
1576,5,3,Inbound,6002,22
2126,11,1,Outbound,9402,2
908,10,1,Outbound,6812,28
139,8,1,Inbound,4401,33
1363,37,1,Outbound,9901,38
533,16,1,Outbound,6605,42
1248,18,2,Inbound,6801,27
2369,14,2,Inbound,4405,72
1807,12,1,Outbound,6022,52
848,7,3,Outbound,4102,4
1777,10,3,Outbound,6003,28
223,1,2,Outbound,6402,34
2402,39,1,Outbound,9915,39
219,16,1,Outbound,6601,42
1505,2,1,Inbound,6605,41
2113,36,3,Outbound,4131,76
2297,11,2,Outbound,6602,2
2398,37,1,Outbound,9911,38
813,35,1,Inbound,1012,47
1520,2,1,Inbound,4101,41
2064,20,2,Inbound,9401,9
297,7,2,Inbound,4102,0
279,7,2,Outbound,4101,4
1476,2,1,Outbound,4102,32
2348,13,2,Inbound,4401,21
1509,2,1,Inbound,6602,41
1784,10,3,Inbound,6001,7
1895,14,1,Inbound,4404,67
2354,13,2,Inbound,6203,21
2169,23,3,Outbound,9902,55
1621,28,1,Outbound,4221,12
1643,8,2,Inbound,6204,33
92,7,1,Inbound,4101,0
2217,35,1,Inbound,1012,47
1463,2,1,Outbound,4101,32
523,12,2,Inbound,6002,24
821,35,1,Inbound,1011,47
1109,16,1,Inbound,6605,18
1609,7,2,Inbound,4102,0
1552,2,3,Inbound,6402,41
240,1,3,Outbound,6402,34
1874,13,3,Inbound,4401,21
2158,18,3,Outbound,6802,15
1091,15,2,Outbound,6401,53
1400,1,1,Outbound,1202,34
762,35,1,Outbound,1011,5
261,7,2,Outbound,4102,4
2102,36,1,Outbound,4131,76
2335,13,2,Outbound,4402,43
2139,29,2,Outbound,4301,59
516,12,2,Inbound,6001,25
1130,16,1,Inbound,6601,18
1425,1,1,Inbound,1202,70
142,8,1,Inbound,4404,33
1573,5,3,Outbound,6002,1
740,35,1,Outbound,1013,5
197,14,1,Outbound,6204,54
1381,21,1,Inbound,9901,31
1678,5,1,Outbound,6001,1
50,7,1,Outbound,4103,4
1683,5,1,Outbound,6002,1
1710,9,1,Outbound,1201,17
306,7,2,Inbound,4101,0
521,12,2,Inbound,6003,24
1498,2,1,Inbound,4102,41
2309,11,2,Inbound,6601,3
1865,13,3,Outbound,4401,43
132,8,1,Inbound,4405,33
294,7,2,Inbound,4101,0
1332,35,2,Inbound,1012,74
876,29,1,Inbound,4406,56
1365,37,1,Outbound,9901,38
1037,14,1,Inbound,6204,67
1238,18,2,Outbound,6801,15
2331,13,2,Outbound,6203,43
199,14,1,Outbound,4404,54
177,11,1,Inbound,9404,3
1747,9,2,Outbound,1201,17
1903,15,1,Inbound,6411,40
581,16,3,Outbound,6603,14
1057,14,3,Inbound,4404,72
1831,12,3,Outbound,6003,20
1753,9,2,Outbound,1201,17
2098,20,1,Outbound,9402,64
2419,39,1,Inbound,9926,44
467,29,1,Outbound,4407,59
194,14,1,Outbound,4402,54
1195,18,1,Outbound,6803,15
960,33,3,Inbound,6601,78
1267,35,2,Outbound,1012,19
2131,11,1,Inbound,9404,3
2140,29,2,Outbound,4301,59
1704,5,1,Inbound,6002,22
396,8,3,Inbound,4401,33
312,7,3,Outbound,4101,4
337,7,3,Inbound,4101,0
747,35,1,Outbound,1011,5
2065,20,2,Inbound,9401,9
1390,37,1,Inbound,9923,50
526,12,2,Inbound,6002,24
2029,20,1,Outbound,9404,77
1800,12,1,Outbound,6001,20
250,2,3,Outbound,1201,32
2346,13,2,Inbound,6204,21
444,14,3,Outbound,4402,48
205,16,1,Outbound,6603,42
585,16,3,Outbound,6603,14
1446,1,2,Inbound,1201,51
1436,1,2,Inbound,1201,51
1668,5,1,Outbound,6011,1
1649,5,2,Outbound,6002,1
1159,16,2,Inbound,6601,6
2329,13,2,Outbound,6201,43
1834,12,3,Outbound,6003,20
1098,15,2,Outbound,6402,53
1538,2,2,Inbound,6403,41
1779,10,3,Outbound,6002,28
1469,2,1,Outbound,4103,32
1980,17,1,Inbound,6701,11
1405,1,1,Outbound,1212,34
363,8,2,Outbound,4404,8
2182,35,1,Inbound,1011,47
1424,1,1,Inbound,1201,70
1873,13,3,Inbound,4404,21
1524,2,1,Inbound,4103,41
1180,16,3,Inbound,6601,18
710,33,3,Inbound,6603,78
323,7,3,Outbound,4102,4
51,7,1,Outbound,4104,4
759,35,1,Outbound,1011,5
172,11,1,Inbound,9401,3
2339,13,2,Outbound,6202,43
2138,29,2,Outbound,4301,59
1727,9,1,Inbound,1202,66
920,10,1,Outbound,6804,28
1853,13,1,Outbound,6203,69
845,2,3,Outbound,1201,32
1070,15,1,Outbound,6402,53
10,2,1,Outbound,6605,32
1326,35,2,Inbound,1012,74
359,8,2,Outbound,6202,8
1393,1,1,Outbound,1201,34
988,13,1,Inbound,4404,21
18,2,1,Outbound,6603,32
1818,12,1,Inbound,6001,24
326,7,3,Outbound,4101,4
1258,35,2,Outbound,1011,19
1561,2,3,Inbound,6402,41
2093,23,2,Outbound,9901,55
125,8,1,Inbound,4403,33
1700,5,1,Inbound,6002,22
849,7,3,Inbound,4102,0
887,8,2,Outbound,6203,8
449,2,1,Outbound,6604,32
1931,15,2,Inbound,6402,40
2276,11,2,Outbound,6601,2
1178,16,3,Inbound,6603,18
1313,35,2,Inbound,1011,74
348,7,3,Inbound,4102,0
1475,2,1,Outbound,4101,32
1620,28,1,Outbound,4221,12
24,2,1,Outbound,6604,32
136,8,1,Inbound,6202,33
932,10,1,Inbound,6803,7
1693,5,1,Inbound,6011,22
705,33,3,Outbound,6603,23
1399,1,1,Outbound,1201,34
2117,36,3,Inbound,4131,75
3,2,1,Outbound,6603,32
1844,12,3,Inbound,6002,24
910,10,1,Outbound,6804,28
2100,36,1,Inbound,4131,75
2161,18,3,Outbound,6801,15
2308,11,2,Inbound,6605,3
369,8,2,Inbound,6203,33
1523,2,1,Inbound,6604,41
1018,14,1,Outbound,6202,54
1589,7,1,Outbound,4111,4
328,7,3,Outbound,4101,4
972,13,1,Outbound,4404,69
1426,1,1,Inbound,1221,70
968,13,1,Outbound,6204,69
36,7,1,Outbound,4101,4
2381,14,2,Inbound,4403,72
957,10,1,Inbound,6804,7
1335,35,2,Inbound,1011,74
1970,17,1,Outbound,6701,10
1456,1,3,Inbound,1201,51
1317,35,2,Inbound,1011,74
504,10,2,Inbound,6002,7
1549,2,2,Inbound,6402,41
1103,16,1,Inbound,6604,18
2003,17,2,Inbound,6701,11
1148,16,2,Inbound,6605,18
1910,15,1,Inbound,6402,40
2384,18,3,Inbound,6802,27
63,7,1,Inbound,4102,0
2232,35,1,Outbound,1011,5
693,33,3,Outbound,6603,23
890,8,2,Inbound,4403,33
115,8,1,Outbound,6202,8
1989,17,1,Inbound,6701,11
1264,35,2,Outbound,1011,19
161,11,1,Inbound,9405,3
1890,14,1,Inbound,6203,67
499,10,2,Inbound,6003,7
984,13,1,Inbound,6201,21
1038,14,1,Inbound,4402,67
1577,5,3,Inbound,6003,22
260,7,2,Outbound,4101,4
1190,18,1,Outbound,6801,15
39,7,1,Outbound,4104,4
546,16,2,Outbound,6601,14
2349,13,2,Inbound,4402,21
1791,10,3,Inbound,6002,7
1878,13,3,Inbound,4401,21
2061,20,2,Inbound,9401,9
2420,39,1,Inbound,9927,44
1827,12,1,Inbound,6022,45
1599,7,1,Inbound,4122,0
388,8,3,Inbound,4401,33
1943,15,3,Outbound,6403,53
278,7,2,Outbound,4101,4
1442,1,2,Inbound,1201,51
1548,2,2,Inbound,6401,41
1414,1,1,Inbound,1211,70
2279,11,2,Outbound,6604,2
1724,9,1,Outbound,1211,17
511,12,2,Outbound,6002,20
945,10,1,Inbound,6804,7
244,2,3,Outbound,1201,32
344,7,3,Inbound,4102,0
196,14,1,Outbound,4406,54
881,8,2,Outbound,4404,8
1115,16,1,Inbound,6601,18
1952,15,3,Inbound,6402,40
542,16,2,Outbound,6602,14
541,16,1,Outbound,6601,42
862,29,1,Outbound,4404,59
1772,10,3,Outbound,6001,28
1445,1,2,Inbound,1202,51
1292,35,2,Outbound,1011,19
149,8,1,Inbound,6204,33
1969,17,1,Outbound,6701,10
1206,18,1,Outbound,6801,71
71,7,1,Inbound,4102,0
1275,35,2,Outbound,1012,19
2112,36,3,Outbound,4131,76
1860,13,3,Outbound,4404,43
1900,14,1,Inbound,6202,67
207,16,1,Outbound,6602,42
1513,2,1,Inbound,6604,41
2142,29,2,Outbound,4301,59
825,35,1,Inbound,1012,47
1711,9,1,Outbound,1202,17
1431,1,1,Inbound,1201,70
1826,12,1,Inbound,6001,45
1135,16,2,Inbound,6602,18
2355,13,2,Inbound,6204,21
573,16,3,Outbound,6603,14
1074,15,1,Outbound,6402,53
823,35,1,Inbound,1013,47
865,29,1,Inbound,4406,56
888,8,2,Outbound,4404,8
382,8,3,Outbound,4402,8
1083,15,1,Outbound,6421,58
313,7,3,Outbound,4102,4
259,7,2,Outbound,4102,4
2336,13,2,Outbound,4403,43
198,14,1,Outbound,4402,54
1654,5,2,Outbound,6001,1
2421,39,1,Inbound,9925,44
1634,28,1,Inbound,4201,13
432,14,2,Outbound,4404,48
1122,16,1,Inbound,6603,18
1849,12,3,Inbound,6001,24
2034,20,1,Inbound,9403,79
62,7,1,Inbound,4101,0
1448,1,2,Inbound,6403,51
1929,15,2,Inbound,6403,40
2038,20,1,Inbound,9403,9
715,33,3,Inbound,6604,78
926,10,1,Outbound,6821,28
392,8,3,Inbound,4401,33
2095,23,2,Outbound,9902,55
2417,39,1,Inbound,9916,44
917,10,1,Outbound,6803,28
2156,29,2,Inbound,4301,56
1663,5,2,Inbound,6001,22
1972,17,1,Outbound,6701,10
397,8,3,Inbound,4402,33
892,8,2,Inbound,4402,33
1035,14,1,Inbound,4402,67
1075,15,1,Outbound,6401,53
1997,17,2,Outbound,6701,10
1241,18,2,Inbound,6802,27
378,8,3,Outbound,4402,8
459,2,2,Outbound,1202,32
859,29,1,Outbound,6202,59
506,12,2,Outbound,6003,20
1297,35,2,Outbound,1012,19
121,8,1,Outbound,4404,8
742,35,1,Outbound,1012,5
2116,36,3,Inbound,4131,75
856,29,1,Outbound,4403,59
460,2,2,Outbound,1201,32
832,35,1,Inbound,1013,47
538,16,1,Outbound,6605,42
1820,12,1,Inbound,6001,24
1967,17,1,Outbound,6701,10
620,11,1,Outbound,9404,2
1138,16,2,Inbound,6605,18
2386,18,3,Inbound,6802,27
179,11,1,Inbound,9401,3
2303,11,2,Inbound,6605,3
1216,18,1,Inbound,6803,27
915,10,1,Outbound,6802,28
482,29,1,Inbound,6202,56
2382,18,3,Inbound,6802,27
600,11,1,Outbound,9405,2
192,14,1,Outbound,4403,54
1539,2,2,Inbound,6401,41
1086,15,1,Outbound,6422,53
379,8,3,Outbound,4403,8
353,8,2,Outbound,4403,8
1213,18,1,Inbound,6803,27
1680,5,1,Outbound,6001,1
45,7,1,Outbound,4102,4
2147,29,2,Inbound,4301,56
1622,28,1,Outbound,4221,12
2122,16,3,Inbound,6601,80
1770,10,3,Outbound,6002,28
1055,14,2,Inbound,6201,72
567,16,2,Outbound,6603,14
1768,9,2,Inbound,1202,16
1651,5,2,Outbound,6001,1
1939,15,2,Inbound,6401,40
1385,37,1,Inbound,9901,35
1566,5,3,Outbound,6001,1
2404,39,1,Outbound,9917,39
258,7,2,Outbound,4101,4
1562,5,3,Outbound,6003,1
1499,2,1,Inbound,6602,41
1650,5,2,Outbound,6003,1
1262,35,2,Outbound,1011,19
889,8,2,Outbound,6202,8
216,16,1,Outbound,6605,42
822,35,1,Inbound,1012,47
289,7,2,Inbound,4102,0
1850,12,3,Inbound,6002,24
14,2,1,Outbound,6604,32
1484,2,1,Outbound,4102,32
1856,13,1,Inbound,6203,21
167,11,1,Inbound,9402,3
332,7,3,Inbound,4102,0
1955,15,3,Inbound,6402,40
2288,11,2,Outbound,6603,2
1441,1,2,Inbound,1202,51
1602,7,1,Inbound,4121,0
1101,16,1,Inbound,6602,18
1119,16,1,Inbound,6605,18
1244,18,2,Inbound,6801,27
478,29,1,Outbound,4405,59
1085,15,1,Outbound,6412,53
861,29,1,Outbound,4402,59
1237,18,2,Outbound,6802,15
1845,12,3,Inbound,6003,24
1619,28,1,Outbound,4201,12
91,7,1,Inbound,4102,0
522,12,2,Inbound,6001,24
1471,2,1,Outbound,4101,32
611,11,1,Outbound,9405,2
1219,18,1,Inbound,6803,27
2149,29,2,Inbound,4301,56
1234,18,2,Outbound,6801,15
56,7,1,Outbound,4101,4
358,8,2,Outbound,4404,8
252,2,3,Outbound,1201,32
991,13,1,Inbound,4407,21
1906,15,1,Inbound,6402,40
209,16,1,Outbound,6601,42
1995,17,2,Outbound,6701,10
1954,15,3,Inbound,6401,40
803,35,1,Inbound,1011,47
2121,36,2,Outbound,4131,76
54,7,1,Outbound,4101,4
269,7,2,Outbound,4102,4
956,10,1,Inbound,6803,7
555,16,2,Outbound,6605,14
1730,9,1,Inbound,1201,66
1440,1,2,Inbound,1201,51
1303,35,2,Inbound,1011,74
1408,1,1,Outbound,1222,34
1927,15,2,Inbound,6401,40
1673,5,1,Outbound,6002,1
365,8,2,Inbound,4404,33
1331,35,2,Inbound,1011,74
1592,7,1,Outbound,4121,4
308,7,2,Inbound,4101,0
2076,20,3,Outbound,9401,36
1658,5,2,Inbound,6002,22
921,10,1,Outbound,6802,28
1793,12,1,Outbound,6011,52
2155,29,2,Inbound,4301,56
2389,18,3,Inbound,6801,27
1338,35,2,Inbound,1012,74
2130,11,1,Inbound,9402,3
1754,9,2,Outbound,1202,17
1881,13,3,Inbound,4404,21
1174,16,3,Inbound,6603,18
42,7,1,Outbound,4103,4
1884,14,1,Outbound,4403,54
298,7,2,Inbound,4101,0
985,13,1,Inbound,4401,21
16,2,1,Outbound,6601,32
1112,16,1,Inbound,6603,18
1490,2,1,Inbound,4102,41
2392,18,3,Inbound,6802,27
1268,35,2,Outbound,1011,19
116,8,1,Outbound,6203,8
1920,15,1,Inbound,6402,40
963,13,1,Outbound,4401,69
1139,16,2,Inbound,6601,18
1308,35,2,Inbound,1012,74
480,29,1,Inbound,4407,56
1707,5,1,Inbound,6021,22
1277,35,2,Outbound,1012,19
1897,14,1,Inbound,4406,67
1756,9,2,Outbound,1202,17
1868,13,3,Outbound,4404,43
1636,28,1,Inbound,4221,13
1703,5,1,Inbound,6001,22
1099,15,2,Outbound,6403,53
961,33,3,Inbound,6602,78
151,8,1,Inbound,4402,33
1377,21,1,Inbound,9912,31
560,16,2,Outbound,6605,14
801,35,1,Inbound,1012,47
1855,13,1,Inbound,6202,21
468,29,1,Outbound,4407,59
1394,1,1,Outbound,1202,34
406,10,2,Outbound,6002,28
1370,21,1,Outbound,9921,29
2371,14,2,Inbound,4402,72
96,8,1,Outbound,4401,8
1158,16,2,Inbound,6605,18
61,7,1,Outbound,4101,4
549,16,2,Outbound,6604,14
175,11,1,Inbound,9405,3
477,29,1,Outbound,4403,59
707,33,3,Outbound,6601,23
474,29,1,Outbound,6201,59
495,10,2,Inbound,6002,7
1915,15,1,Inbound,6401,40
1146,16,2,Inbound,6603,18
57,7,1,Outbound,4102,4
692,33,3,Outbound,6602,23
2070,20,2,Inbound,9402,9
2218,35,1,Inbound,1011,47
350,8,2,Outbound,4402,8
954,10,1,Inbound,6802,7
1136,16,2,Inbound,6603,18
1894,14,1,Inbound,4403,67
2415,39,1,Inbound,9917,44
1699,5,1,Inbound,6001,22
1187,16,3,Inbound,6604,18
1717,9,1,Outbound,1202,17
2088,23,3,Outbound,9901,55
1586,7,1,Outbound,4102,4
1082,15,1,Outbound,6402,58
619,11,1,Outbound,9401,2
2400,21,1,Outbound,9901,29
1893,14,1,Inbound,4402,67
1695,5,1,Inbound,6001,22
1585,5,3,Inbound,6002,22
1218,18,1,Inbound,6802,27
462,2,2,Outbound,1201,32
989,13,1,Inbound,4405,21
1719,9,1,Outbound,1202,17
2075,20,3,Outbound,9401,36
2072,20,3,Outbound,9401,37
479,29,1,Outbound,4407,59
1950,15,3,Outbound,6401,53
2091,23,2,Outbound,9901,55
185,13,1,Outbound,4404,69
830,35,1,Inbound,1011,47
1936,15,2,Inbound,6401,40
2053,20,2,Outbound,9402,36
2052,20,2,Outbound,9402,36
534,16,1,Outbound,6602,42
2323,11,2,Inbound,6605,3
1603,7,1,Inbound,4122,0
1776,10,3,Outbound,6002,28
1519,2,1,Inbound,6602,41
1544,2,2,Inbound,6403,41
2046,20,1,Inbound,9405,9
184,11,1,Inbound,9404,3
2071,20,2,Inbound,9402,9
73,7,1,Inbound,4104,0
590,23,3,Inbound,9901,26
403,10,2,Outbound,6002,28
1598,7,1,Inbound,4121,0
716,33,3,Inbound,6601,78
1483,2,1,Outbound,4101,32
129,8,1,Inbound,4402,33
1065,14,3,Inbound,4404,72
1656,5,2,Inbound,6003,22
745,35,1,Outbound,1012,5
383,8,3,Outbound,4403,8
1039,14,1,Inbound,4404,67
1002,13,2,Inbound,4404,21
593,23,3,Inbound,9901,26
1959,15,3,Inbound,6403,40
515,12,2,Outbound,6003,20
818,35,1,Inbound,1011,47
203,16,1,Outbound,6604,42
1427,1,1,Inbound,1201,70
1460,1,3,Inbound,1201,51
2159,18,3,Outbound,6801,15
543,16,2,Outbound,6603,14
613,11,1,Outbound,9404,2
112,8,1,Outbound,4406,8
622,23,2,Inbound,9901,26
1020,14,1,Outbound,6204,54
145,8,1,Inbound,4407,33
2033,20,1,Inbound,9402,79
1528,2,1,Inbound,4101,41
1891,14,1,Inbound,6204,67
1487,2,1,Inbound,6601,41
1606,7,2,Outbound,4102,4
895,8,2,Inbound,6204,33
701,33,3,Outbound,6603,23
1,2,1,Outbound,6601,32
776,35,1,Outbound,1013,5
2391,18,3,Inbound,6801,27
1084,15,1,Outbound,6411,53
1204,18,1,Outbound,6804,15
1843,12,3,Inbound,6001,24
322,7,3,Outbound,4101,4
937,10,1,Inbound,6804,7
539,16,1,Outbound,6602,42
384,8,3,Outbound,4404,8
898,8,2,Inbound,6201,33
1311,35,2,Inbound,1011,74
2154,29,2,Inbound,4301,56
1879,13,3,Inbound,4402,21
1808,12,1,Outbound,6002,52
1735,9,1,Inbound,1202,66
603,11,1,Outbound,9402,2
461,2,2,Outbound,1202,32
214,16,1,Outbound,6601,42
55,7,1,Outbound,4102,4
1418,1,1,Inbound,1211,70
268,7,2,Outbound,4101,4
1314,35,2,Inbound,1012,74
1374,21,1,Outbound,9921,29
7,2,1,Outbound,6602,32
81,7,1,Inbound,4104,0
1713,9,1,Outbound,1202,17
1153,16,2,Inbound,6605,18
2347,13,2,Inbound,4405,21
324,7,3,Outbound,4101,4
1751,9,2,Outbound,1201,17
436,14,2,Outbound,6203,48
2372,14,2,Inbound,4403,72
2340,13,2,Outbound,6203,43
1859,13,3,Outbound,4403,43
2422,39,1,Inbound,9926,44
2160,18,3,Outbound,6802,15
1173,16,3,Inbound,6602,18
1375,38,1,Outbound,9924,30
299,7,2,Inbound,4102,0
1253,35,2,Outbound,1012,19
336,7,3,Inbound,4102,0
1803,12,1,Outbound,6022,52
1283,35,2,Outbound,1012,19
867,29,1,Inbound,6203,56
1660,5,2,Inbound,6001,22
